Attraction,latitude,longitude,address,hierarchy,id,Version,Place
Four Seasons (Punta Mita),20.780984,-105.5293105,"QFJC+97 Punta Mita, Nayarit, Mexico","Nayarit, Mexico",ChIJNc21EFwUIYQRriTcMmvUNGo,v1.0.0,Mexico (Nayarit)
Imanta (Punta Mita),20.8138071,-105.4769667,"RG7F+G6 Litibu, Nayarit, Mexico","Nayarit, Mexico",ChIJWQmUEF4UIYQRAREewilu0RE,v1.0.0,Mexico (Nayarit)
Playa Escondida (Nayarit),20.736361,-105.406045,"PHPV+GH La Cruz de Huanacaxtle, Nayarit, Mexico","Nayarit, Mexico",ChIJL0fVP5tBIYQRC63uKyhHkxw,v1.0.0,Mexico (Nayarit)
Cartesiano (Puebla),19.0409943,-98.19422089999999,"Calle 3 Ote. 610, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico","Puebla, Mexico",ChIJU5fssujAz4URNkz894vF-HE,v1.0.0,Mexico (Puebla)
Cenote Dos Ojos,20.3247026,-87.39131189999999,"Carretera Cancún Tulum kilómetro 244+500 metros ejido Jacinto Pat entrada dos ojos comunidad muuchximbal área científica, 77774 Q.R., Mexico","Quintana Roo, Mexico",ChIJhxZ9SUUtTo8Rwp_S3fQ7Nnk,v1.0.1,Mexico (Quintana Roo)
Mukan Resort (Yucatán),20.6330607,-87.06711519999999,"C. 32 Nte. 140, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R., Mexico","Quintana Roo, Mexico",ChIJe2EpKJdDTo8RFHCDweSJeZU,v1.0.0,Mexico (Quintana Roo)
Museo de Esculturas (Isla Mujeres),21.2017326,-86.71081579999999,"Isla Mujeres, 77403 Q.R., Mexico","Quintana Roo, Mexico",ChIJceKCiKglTI8RpG8kLwsxkKM,v1.0.0,Mexico (Quintana Roo)
Sian Ka'an Biosphere Reserve,19.8509509,-87.63934309999999,"Calle 88 no. 714 x 72 a y 74 Sian Kaan I, caucel, 77132 Q.R., Mexico","Quintana Roo, Mexico",ChIJRbIUlxYJUI8RLuVQChePHQQ,v1.0.1,Mexico (Quintana Roo)
Viceroy (Riviera Maya),20.6651496,-87.03342339999999,"Camino Vecinal, Xcalacoco, 77727 Playa del Carmen, Q.R., Mexico","Quintana Roo, Mexico",ChIJlSI3qnJdTo8Ras_Y8Jp-U7M,v1.0.0,Mexico (Quintana Roo)
San Luis Potosí (San Luis Potosí),22.1520892,-100.9733024,"Av. Constitución 410, Centro Historico, 78000 San Luis Potosí, S.L.P., Mexico","San Luis Potosí, Mexico",ChIJefusBQCiKoQRV4Lhrynu0g4,v1.0.0,Mexico (San Luis Potosí)
Cenote Ik Kil,20.6610138,-88.550438,"Merida - Valladolid Km. 122, 97753 X-Calakoop, Yuc., Mexico","Yucatán, Mexico",ChIJl11soik_UY8RSO0deqb8H8w,v1.0.1,Mexico (Yucatán)
Cenote Ik Kil (Yucatán),20.6610138,-88.550438,"Merida - Valladolid Km. 122, 97753 X-Calakoop, Yuc., Mexico","Yucatán, Mexico",ChIJl11soik_UY8RSO0deqb8H8w,v1.0.0,Mexico (Yucatán)
Cenotes (Yucatán),20.6737044,-89.77315089999999,"M6FG+FP San Antonio Mulix, Yuc., Mexico","Yucatán, Mexico",ChIJAzSNF9Q9Vo8RJUq-XTHx1Cg,v1.0.0,Mexico (Yucatán)
The Cenotes of Yucatán,20.6988823,-88.1245639,"MVXG+H5 Tikuch, Yuc., Mexico","Yucatán, Mexico",ChIJgUUxAkwLUY8R9jmV2-1HzpU,v1.0.1,Mexico (Yucatán)
Gobi Desert,43.500024,104.2861116,"G72P+2C Dalanzadgad, Mongolia","Ömnögovi, Mongolia",ChIJ7Xq12vIEJzYR0YKP9HQTU9k,v1.0.1,Mongolia
Altai Mountains,49.0,89.0,8MXF2222+22,None,ChIJzx7nEP9qtEIR6rzK6CNJ7zU,v1.0.0,Mongolia
Kotor Old Town,42.4238904,18.7746011,"CQFF+HR5, Put do Svetog Ivana, Kotor, Montenegro","Opština Kotor, Montenegro",ChIJvRtkeRszTBMRmrtDZNAXhU4,v1.0.1,Montenegro
Mount Toubkal,31.0600719,-7.9147482,"336P+24 Tissalday, Morocco","Souss-Massa, Morocco",ChIJ0W755P0MsA0R-ddFJMT0NHk,v1.0.1,Morocco
Sahara Desert Camel Trek,31.1401771,-4.0252892,"4XQF+XVC, Merzouga, Morocco","Drâa-Tafilalet, Morocco",ChIJia96HPc-lw0RuazzFSEpUZA,v1.0.1,Morocco
Lake Inle,20.5862914,96.91018059999999,"HWP6+G3 Khaungtaing, Myanmar (Burma)","Shan, Myanmar (Burma)",ChIJV6fW-o_tzjARZWxBt8uZ5eg,v1.0.1,Myanmar (Burma)
Deadvlei,-24.7592732,15.2923894,"67RR+7X Sossusvlei, Namibia","Hardap, Namibia",ChIJJcppUrgOchwRe3YwQ9UF5ZE,v1.0.1,Namibia
Deadvlei,-24.7592732,15.2923894,"67RR+7X Sossusvlei, Namibia","Hardap, Namibia",ChIJJcppUrgOchwRe3YwQ9UF5ZE,v1.0.0,Namibia
Deadvlei,-24.7592732,15.2923894,"67RR+7X Sossusvlei, Namibia","Hardap, Namibia",ChIJJcppUrgOchwRe3YwQ9UF5ZE,v1.0.1,Namibia
Deadvlei,-24.7592732,15.2923894,"67RR+7X Sossusvlei, Namibia","Hardap, Namibia",ChIJJcppUrgOchwRe3YwQ9UF5ZE,v1.0.0,Namibia
Sossusvlei Deadvlei,-24.7592732,15.2923894,"67RR+7X Sossusvlei, Namibia","Hardap, Namibia",ChIJJcppUrgOchwRe3YwQ9UF5ZE,v1.0.1,Namibia
"Dune 45, Namib Desert",-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Namib Sand Sea,-23.1624064,14.454707,5F8PRFQ3+2V,None,ChIJw0QEEpLddhwRDL5jwEAMMCM,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Dunes,-24.7277568,15.4725668,5F7Q7FCF+V2,None,ChIJn1HyjL5zchwRnughWHtQo5o,v1.0.1,Namibia
Sossusvlei Hot Air Ballooning,-24.6737777,15.8074747,5F7Q8RG4+FX,None,ChIJ3TV-lQqHchwR5s9N_xX5lFg,v1.0.1,Namibia
Sossusvlei Hot Air Ballooning,-24.6737777,15.8074747,5F7Q8RG4+FX,None,ChIJ3TV-lQqHchwR5s9N_xX5lFg,v1.0.1,Namibia
Mount Everest Base Camp,28.0022779,86.8528655,"2V33+24J Everest Base Camp Helipad, Everest Base Camp Trail, Khumjung 56000, Nepal","Koshi, Nepal",ChIJ50uYejKp6TkRdSMhehlHUB8,v1.0.1,Nepal
Mount Everest Flightseeing,27.9881206,86.9249751,7MV8XWQF+6X,None,ChIJvZ69FaJU6DkRsrqrBvjcdgU,v1.0.1,Nepal
Ecoduct,52.83255800000001,6.4769064,"Ecoduct Dwingelderveld, E232, 7963 RA Spier, Netherlands","Drenthe, Netherlands",ChIJ6xwfRg0XyEcRWhnBjQDFvXM,v1.0.0,Netherlands
Keukenhof Gardens,52.2697087,4.5469336,"Keukenhof, Stationsweg 166A, 2161 AM Lisse, Netherlands","Zuid-Holland, Netherlands",ChIJHW-ANATCxUcRgGI4ctqwfQM,v1.0.1,Netherlands
Abel Tasman Coast Track,-40.8652022,173.0175342,"Abel Tasman Coast track, Tasman 7183, New Zealand","Tasman, New Zealand",ChIJ23i5uth7PG0RXStU9Olubi8,v1.0.1,New Zealand
Cathedral Cove,-36.827728,175.7900487,"Mares Leg Cove, Hahei 3591, New Zealand","Waikato, New Zealand",ChIJ_6RpuBlDcm0RUJxZZmHvACo,v1.0.0,New Zealand
Fiordland Milford Track,-44.8138241,167.7860361,"Milford Track, Southland 9679, New Zealand","Southland, New Zealand",ChIJz0Iqwq_Q1akRbrPO3ApQng0,v1.0.1,New Zealand
Glowworm Caves (Waitomo),-38.26070139999999,175.1036062,"39 Waitomo Village Road, Waitomo Caves 3977, New Zealand","Waikato, New Zealand",ChIJfVTj8363bG0R8p8w_eGxLJI,v1.0.0,New Zealand
Milford Sound,-44.6414024,167.8973801,"9V5W+CX Milford Sound, Southland, New Zealand","Southland, New Zealand",ChIJ4UlLuk3g1akRAN5kq4bvACo,v1.0.1,New Zealand
Milford Sound Overnight Cruise,-44.6681697,167.9270682,"Milford Sound Visitor Terminal, Milford Sound 9679, New Zealand","Southland, New Zealand",ChIJr01RHJDd1akRbsP-vbjcEIE,v1.0.1,New Zealand
Mount Cook Hooker Valley Track,-43.71812569999999,170.0939684,"227 Hooker Valley Road, Aoraki Mount Cook National Park 7999, New Zealand","Canterbury, New Zealand",ChIJ3dRpHTRLKm0RKcgIu1qEvGM,v1.0.1,New Zealand
Mount Ngauruhoe (Mount Doom),-39.1568642,175.6321486,"RJVJ+7V Tongariro, Manawatū-Whanganui, New Zealand","Manawatū-Whanganui, New Zealand",ChIJ2w5y7Ceqa20RWdzjNa-dmw0,v1.0.1,New Zealand
Mount Taranaki,-39.2967702,174.0633993,"P337+79 Ōpunake, Taranaki, New Zealand","Taranaki, New Zealand",ChIJjdlHd1GwFW0R-Q7tsgVpvbQ,v1.0.1,New Zealand
Rakiura Track,-46.8705441,168.0611585,"Rakiura Track, Southland 9818, New Zealand","Southland, New Zealand",ChIJ1VkXkqFfzakRswt4UWHYiPQ,v1.0.1,New Zealand
Waitangi Treaty Grounds,-35.2677559,174.0807225,"Waitangi Treaty Grounds (Bay of Islands, Tau Henare Drive, Waitangi 0293, New Zealand","Northland, New Zealand",ChIJiaAMt7-6C20Rg-HgpqHzGAs,v1.0.1,New Zealand
Waitomo Glowworm Caves,-38.26070139999999,175.1036062,"39 Waitomo Village Road, Waitomo Caves 3977, New Zealand","Waikato, New Zealand",ChIJfVTj8363bG0R8p8w_eGxLJI,v1.0.1,New Zealand
Fiordland National Park,-45.4084942,167.3591318,4V69H9R5+JM,None,ChIJqyozYUsO1KkRurckveUzL_Y,v1.0.1,New Zealand
Mount Cook (Aoraki),-43.5949749,170.1417883,4V8GC44R+2P,None,ChIJyzN1lfTLK20RZeiD_UXKWSQ,v1.0.1,New Zealand
Jicaro Ecoresort (Lago de Nicaragua),11.8864188,-85.90153289999999,"V3PX+H9 El Encanto, Nicaragua","Granada, Nicaragua",ChIJbQAAUCtzdI8RKeDumqe5-Fg,v1.0.0,Nicaragua
Saipan Islands,15.1850483,145.7467259,"1359 Acho Street Caller Box 100007, Papago, Saipan 96950, CNMI","Saipan, Northern Mariana Islands",ChIJ3atBDSyx2GYRD_h0mQheL2Y,v1.0.0,Northern Mariana Islands
Lofoten Northern Lights,67.88056139999999,12.9826432,"Å-veien 45, 8392 Sørvågen, Norway","Nordland, Norway",ChIJm3jvOdAk3kURV6Zsa3nQHc4,v1.0.1,Norway
Northern Lights in Tromsø,69.6525533,18.9529214,"Skolegata 43, 9008 Tromsø, Norway","Troms, Norway",ChIJozvGjlLExEURCJ7B-MBfiDE,v1.0.1,Norway
Preikestolen (Stavanger),58.98641,6.190439599999999,"X5PR+H5 Strand, Norway","Rogaland, Norway",ChIJCetU9hvVO0YRi7ejv73mg0o,v1.0.0,Norway
Trolltunga (Troll's Tongue),60.13321790000001,6.754583500000001,"E 134 - Dyrskar 5760, 5760 Røldal, Norway","Vestland, Norway",ChIJncBvG3uZPkYRkqZ47AVU4G4,v1.0.1,Norway
Lofoten Islands,67.9931452,13.6397069,9FVMXJVQ+7V,None,ChIJKejz42o_3kURXTz8S2eRnGE,v1.0.1,Norway
Wadi Shab,22.8128429,59.17731539999999,R57G+4W سيماء، Oman,"محافظة شمال الشرقية, Oman",ChIJqzab6Z31kD4RZq8Nem5HfVc,v1.0.1,Oman
K2 Mountain,35.8799875,76.5151001,8J7RVGH8+X2,None,ChIJ20r_163V-jgRd9Xp-HtkMcU,v1.0.1,Pakistan
Palau Jellyfish Lake,7.1610415,134.3763699,"596G+CG9, Koror, Palau","Koror, Palau",ChIJ5dxVQz-q1TIR4qUPpy5VqaY,v1.0.1,Palau
Coiba National Park,7.423262499999999,-81.7549219,"C6FW+824 El Trapiche, Panama","Veraguas, Panama",ChIJd8ezpRU5sI8RqnfEMQnNHGc,v1.0.0,Panama
Isla Palenque Resort (Golfo de Chirriquí),8.1795104,-82.2533658,"Isla Palenque, Boca Chica, Provincia de Chiriquí, Panama","Chiriquí, Panama",ChIJUY_J_1FipY8RJPoGQYkGK88,v1.0.0,Panama
Ayacucho,-13.1638737,-74.22356409999999,"urb. Jardín Mz. G Lt. 11, Ayacucho 05003, Peru","Ayacucho, Peru",ChIJ6b6y9Yh9EpERbqFwOoTLs-k,v1.0.0,Peru
Cañón del Colca,-15.6574463,-72.17714629999999,"8RVF+24 Valle de Canco, Peru","Arequipa, Peru",ChIJ_____zTnaZERAs-hs9HJi_Q,v1.0.0,Peru
Chan Chan,-8.1055519,-79.0746128,"VWVG+Q5C, Huanchaco, Peru","La Libertad, Peru",ChIJxYphrFo8rZERKahyG4KUm8s,v1.0.0,Peru
Choquequirao,-13.3950071,-72.87222489999999,"J43H+X4 Caserio Marampata, Peru","Cuzco, Peru",ChIJv6gQbsYNbZERwTQ7D_vEhN8,v1.0.0,Peru
Colca Canyon,-15.6574463,-72.17714629999999,"8RVF+24 Valle de Canco, Peru","Arequipa, Peru",ChIJ_____zTnaZERAs-hs9HJi_Q,v1.0.1,Peru
Huacachina,-14.0874587,-75.762586,"W67P+2X7, Huacachina 11000, Peru","Ica, Peru",ChIJAbEACAHjEJERI0KK0AHgaxM,v1.0.0,Peru
Huancaya,-12.2037852,-75.79891669999999,"Q6W2+FCV, Huancaya 15796, Peru","Gobierno al de Lima, Peru",ChIJb5BagyIcD5ERqs8goXdB3t4,v1.0.0,Peru
Huayna Picchu,-13.1562092,-72.5464495,"RFV3+GC Aguas Calientes, Peru","Cusco, Peru",ChIJKRkXnfOabZER1mnqn_9QBho,v1.0.1,Peru
Inkaterra Hacienda Concepcion (Amazonas),-12.6066519,-69.08110920000001,"9WV9+8H Sandoval, Peru","Madre de Dios, Peru",ChIJAwT_5BBSe5ERdyZpg-B4UcA,v1.0.0,Peru
Inkaterra Hacienda Urubamba (Valle Sagrado),-13.32223,-72.0557546,"MWHV+4M Huayllabamba, Peru","Cusco, Peru",ChIJh8JUfSTcbZER8JJpI17vMq0,v1.0.0,Peru
Inkaterra Machu Picchu (Machu Picchu),-13.1576835,-72.5226461,"Ca. Inkill 104, Aguas Calientes 08681, Peru","Cuzco, Peru",ChIJ0zIUloGabZERCO3m0NHIy4A,v1.0.0,Peru
Laguna 69,-9.010285699999999,-77.6124416,"X9QQ+V2 Vaquería, Peru","Áncash, Peru",ChIJUYzikBxLqZERPcsPcyXP98s,v1.0.0,Peru
Lake Titicaca Floating Islands,-15.8177558,-69.9719992,"52JH+V6 Puno, Peru","Puno, Peru",ChIJOYnlZQlpXZER9_nUF6-rYg4,v1.0.1,Peru
Lake Titicaca Floating Islands,-15.8177558,-69.9719992,"52JH+V6 Puno, Peru","Puno, Peru",ChIJOYnlZQlpXZER9_nUF6-rYg4,v1.0.1,Peru
Lake Titicaca Reed Boats,-15.814021,-69.97391499999999,"52PG+9C Puno, Peru","Puno, Peru",ChIJfTVEoE9pXZERxiEmIBzgsPg,v1.0.1,Peru
Lake Titicaca Reed Boats,-15.814021,-69.97391499999999,"52PG+9C Puno, Peru","Puno, Peru",ChIJfTVEoE9pXZERxiEmIBzgsPg,v1.0.1,Peru
Machine Picchu,-13.1631988,-72.5452621,"RFP3+PV Aguas Calientes, Peru","Cusco, Peru",ChIJVVVViV-abZERJxqgpA43EDo,v1.0.0,Peru
Machu Picchu,-13.1571289,-72.5225276,"RFVG+4XH, Aguas Calientes 08681, Peru","Cuzco, Peru",ChIJbyTuvYGabZERUhDFJOs_G-4,v1.0.1,Peru
Machu Picchu,-13.1571289,-72.5225276,"RFVG+4XH, Aguas Calientes 08681, Peru","Cuzco, Peru",ChIJbyTuvYGabZERUhDFJOs_G-4,v1.0.1,Peru
Machu Picchu,-13.1631988,-72.5452621,"RFP3+PV Aguas Calientes, Peru","Cusco, Peru",ChIJVVVViV-abZERJxqgpA43EDo,v1.0.1,Peru
Machu Picchu,-13.1631988,-72.5452621,"RFP3+PV Aguas Calientes, Peru","Cusco, Peru",ChIJVVVViV-abZERJxqgpA43EDo,v1.0.1,Peru
Machu Picchu,-13.1631988,-72.5452621,"RFP3+PV Aguas Calientes, Peru","Cusco, Peru",ChIJVVVViV-abZERJxqgpA43EDo,v1.0.1,Peru
Machu Picchu,-13.1631988,-72.5452621,"RFP3+PV Aguas Calientes, Peru","Cusco, Peru",ChIJVVVViV-abZERJxqgpA43EDo,v1.0.1,Peru
Vinicunca,-13.8701658,-71.3029901,"4MHW+WR Uchullujllo, Peru","Cuzco, Peru",ChIJG1Gp8tjmbpERNiY87zT6mRk,v1.0.0,Peru
Banaue Rice Terraces,16.9345369,121.1363619,"W4MP+PJV, Batad Trail, Banaue, Ifugao, Philippines","Cordillera Administrative, Philippines",ChIJU94yZT0okDMRXzcOhVSnOp4,v1.0.1,Philippines
"Cambugahay Falls, Siquijor Island",9.139896499999999,123.6266693,"4JQG+XM3, Siquijor Circumferential Road, Lazi, Siquijor, Philippines","Central Visayas, Philippines",ChIJn1zLoigjqzMR40KNXYJk7b0,v1.0.0,Philippines
Canlaob River Canyon,9.78516,123.3730193,"Q9PF+36 Alegría, Cebu, Philippines","Central Visayas, Philippines",ChIJq6qqqmqUqzMR8xlQupPoibc,v1.0.0,Philippines
Chocolate Hills,9.829708,124.1396756,"R4HQ+VV Carmen, Bohol, Philippines","Central Visayas, Philippines",ChIJ93JdpqE9qjMRZ90HM2qFnNg,v1.0.1,Philippines
Palawan Islands,9.4462305,118.3929417,"Nico's haven, Palawan Island, C9WV+F5W, Narra, Palawan, Philippines","MIMAROPA, Philippines",ChIJcQU_alOOyjMRoCacoKxe-FY,v1.0.0,Philippines
Białowieża Forest,52.7228852,23.6555674,"PMF4+56 Hajnówka, Poland","Podlaskie Voivodeship, Poland",ChIJyT9YHzRAIEcRPCg34KZdRUo,v1.0.1,Poland
Maidera Island,32.76070740000001,-16.9594723,"Q26R+76 Curral das Freiras, Portugal","Madeira, Portugal",ChIJ40XOa1pcYAwRPYyggoxRO-0,v1.0.0,Portugal
Quinta de Regaleira,38.7963069,-9.3960244,"Quinta da Regaleira, R. Barbosa du Bocage 5, 2710-567 Sintra, Portugal","Lisboa, Portugal",ChIJe9TGZMLaHg0RI2WK1BbF4b8,v1.0.0,Portugal
Sintra Cascais National Park (Cascais),38.7767498,-9.4202212,"QHGH+MW Sintra, Portugal","Lisbon, Portugal",ChIJz3Vzb_fPHg0R_vVQ1CtkIrw,v1.0.0,Portugal
The Algarve Coast,37.2555153,-8.3964938,"7J43+6C Silves, Portugal","Faro, Portugal",ChIJ78_RVe5UBQ0RRQ6REi5l4oA,v1.0.1,Portugal
The Azores,37.7412488,-25.6755944,"R. Direita Santa Catarina 3, 9500-187 Ponta Delgada, Portugal","Açores, Portugal",ChIJBTvkER5_RgsRHQzOS2cbkeI,v1.0.1,Portugal
Dorado Beach (Ritz-Carlton),18.4753725,-66.3004613,"100 Dorado Bch Dr, Dorado, 00646, Puerto Rico","Dorado, Puerto Rico",ChIJN20LDJoUA4wRkAKMm_EUmh4,v1.0.0,Puerto Rico
Loango National Park,-4.6302254,11.8350062,"9R9P+W22, Loango, Republic of the Congo","Kouilou, Republic of the Congo",ChIJlw7s1oHHYBoRSD3sfFVVamA,v1.0.0,Congo
Danube Delta Biosphere Reserve,45.0760245,29.3973905,"39GW+CX Caraorman, Romania","Tulcea, Romania",ChIJTYNlLjOVuUARrg_twMEBkAg,v1.0.1,Romania
Transfagarasan Road,45.45337199999999,24.6250337,"Transfăgărășan, Buda, Romania","Județul Argeș, Romania",ChIJr5ZMOKrdTEcRN4dgvXp-UVA,v1.0.0,Romania
Lake Baikal (Summer),51.8753338,104.7913104,"Байкальская ул., 11, Байкал (слюдянский, Irkutskaya oblast', Russia, 665921","Irkutskaya oblast', Russia",ChIJvYXl_ZN9qF0RT83tTrrWP7M,v1.0.1,Russia (Irkutskaya)
Lake Baikal Summer,51.8753338,104.7913104,"Байкальская ул., 11, Байкал (слюдянский, Irkutskaya oblast', Russia, 665921","Irkutskaya oblast', Russia",ChIJvYXl_ZN9qF0RT83tTrrWP7M,v1.0.1,Russia (Irkutskaya)
Lake Baikal Winter Trek,51.8753338,104.7913104,"Байкальская ул., 11, Байкал (слюдянский, Irkutskaya oblast', Russia, 665921","Irkutskaya oblast', Russia",ChIJvYXl_ZN9qF0RT83tTrrWP7M,v1.0.1,Russia (Irkutskaya)
Northern Lake Baikal,51.8753338,104.7913104,"Байкальская ул., 11, Байкал (слюдянский, Irkutskaya oblast', Russia, 665921","Irkutskaya oblast', Russia",ChIJvYXl_ZN9qF0RT83tTrrWP7M,v1.0.1,Russia (Irkutskaya)
Mount Elbrus,43.3499382,42.4453301,"8CXW+X4 Terskol, Kabardino-Balkarian Republic, Russia","Kabardino-Balkarian Republic, Russia",ChIJf3VOXNcKWUAR72GQmJkvs5M,v1.0.1,Russia (Kabardino-Balkarian)
Kamchatka Peninsula,56.1327377,159.5314398,9R8X4GMJ+3H,None,ChIJaR-gprLiBFkRjbG7hrr8wEw,v1.0.1,Russia (Kamchatka Krai)
Lake Baikal (Siberia),53.5587003,108.1649965,9P5CH557+FX,None,ChIJc9iNz-19q10RSTOFxRKUSPI,v1.0.0,Russia (Siberia)
Jade Mountain (St. Lucia),13.8637704,-61.07621759999999,"VW7F+GG Mamin, Saint Lucia","Soufriere, Saint Lucia",ChIJvcHvoryJQIwRx3eDuIFTsyA,v1.0.0,Saint Lucia
Viceroy Sugar Beach (St. Lucia),13.8278433,-61.0612116,"Val Des Pitons Forbidden Beach La Baie de Silence, St Lucia","Soufriere, Saint Lucia",ChIJeQaww0KJQIwRJxWGpAY57ig,v1.0.0,Saint Lucia
North Island (Seychelles),-4.394964799999999,55.2452567,"Ile Du Nord North Island, Seychelles","La Digue, Seychelles",ChIJAyAvjpIW4CIRJuXVW-YyG9Y,v1.0.0,Seychelles
Seychelles Beaches,-4.679574,55.491977,"8FCR+5Q Providence, Seychelles","Cascade, Seychelles",ChIJO62-cP0hXCIR99pJ06DQ0zI,v1.0.1,Seychelles
Six Sense Zil Pasyon,-4.3190832,55.8670463,"MVJ8+9R La Digue, Seychelles","La Digue, Seychelles",ChIJ5_65BEKNHyMRgVnaYC8DrOA,v1.0.0,Seychelles
Lake Bled,46.363598,14.0938053,"937V+CG Bled, Slovenia","Radovljica, Slovenia",ChIJIeTZuTmRekcRrAcB3TGDzYM,v1.0.1,Slovenia
Mount Triglav,46.378311,13.8368697,"9RHP+8P Mojstrana, Slovenia","Jesenice, Slovenia",ChIJ-ZW7qwyJekcRwwQDXl-tvco,v1.0.1,Slovenia
Triglav National Park,46.34258759999999,13.7991331,"8QVX+2M Bohinjsko jezero, Slovenia","Radovljica, Slovenia",ChIJ7R5664qKekcR8HAyUR34AA8,v1.0.0,Slovenia
Anuta Island,-11.6333333,169.8333333,5VWF9R8M+M8,None,ChIJxyAfbQnEVW4RY40wd0Z8K0Y,v1.0.0,Solomon Islands
Blyde River Canyon,-24.591198,30.8128859,"CR57+G5 Leroro-A, South Africa","Mpumalanga, South Africa",ChIJsVd82s1Wwh4RLVL-jG90QrU,v1.0.1,South Africa
Cape of Good Hope,-34.3568425,18.4739882,"JFVF+7H Cape Point, Cape Town, South Africa","Western Cape, South Africa",ChIJZz_grPwizB0R6aJ8t_FcKDU,v1.0.1,South Africa
Drakensberg Amphitheatre,-28.7594444,28.9122222,"6WR6+6V Bonjaneni, South Africa","KwaZulu-Natal, South Africa",ChIJhQxCfinE8h4Rbzp-1fCZifc,v1.0.1,South Africa
Royal Malewane (South Africa),-24.5179561,31.1642183,"F5J7+RM Amanda, South Africa","Limpopo, South Africa",ChIJNUUod7YGwx4RoVNUtUjTEmE,v1.0.0,South Africa
Table Mountain,-33.966825,18.4255629,"Unnamed Rd, Table Mountain (Nature Reserve), Cape Town, Table Mountain (Nature Reserve), Cape Town, South Africa","Western Cape, South Africa",ChIJH7aysfdnzB0RtP4Njfl3218,v1.0.1,South Africa
Kruger Panorama Route,-23.9883848,31.5547402,5G8H2H63+JV,None,ChIJoaA1xZZIwx4Re3hnH9NOUJo,v1.0.1,South Africa
Kruger Safari,-23.9883848,31.5547402,5G8H2H63+JV,None,ChIJoaA1xZZIwx4Re3hnH9NOUJo,v1.0.1,South Africa
Kruger Safari,-23.9883848,31.5547402,5G8H2H63+JV,None,ChIJoaA1xZZIwx4Re3hnH9NOUJo,v1.0.1,South Africa
Jeju Island,33.3785614,126.5661908,8Q589HH8+CF,None,ChIJtcMT0y1pDDURs0J4dM6N51I,v1.0.1,South Korea
Jeju Volcanic Island,33.3058333,126.5163889,8Q588G48+8H,None,ChIJp8ljdJtWDDURI6ahhfno-IY,v1.0.1,South Korea
Casa Macareno (Madrid),40.4259065,-3.7047423,"C. de San Vicente Ferrer, 42, Centro, 28004 Madrid, Spain","Comunidad de Madrid, Spain",ChIJBYaXUGIoQg0RAIlKM0o3jio,v1.0.0,Spain
Clarita (Madrid),40.4222353,-3.704303799999999,"Corre. Baja de San Pablo, 17, Centro, 28004 Madrid, Spain","Comunidad de Madrid, Spain",ChIJ-wZ7OH0oQg0Rlre-0Xf9YCg,v1.0.0,Spain
El Horreo Asturiano (Madrid),40.462348,-3.6876026,"Calle del Dr. Fleming, 52, Chamartín, 28036 Madrid, Spain","Comunidad de Madrid, Spain",ChIJLe1MiBkpQg0RaEX0n3DCmKs,v1.0.0,Spain
Fabrica Maravillas (Madrid),40.4226581,-3.7017355,"C. de Valverde, 29, Centro, 28004 Madrid, Spain","Comunidad de Madrid, Spain",ChIJcYoJ54coQg0RcdBz4_ZLaaw,v1.0.0,Spain
Islas Cíes,42.214554,-8.905221599999999,"637V+RW Nigrán, Spain",Spain,ChIJa9KNN11fLw0RtP9YCHuuxuM,v1.0.1,Spain
Madrid Me Mata (Madrid),40.4263191,-3.7018202,"Corre. Alta de San Pablo, 31, Centro, 28004 Madrid, Spain","Comunidad de Madrid, Spain",ChIJmwRLxokoQg0Rf1qAIYrlCTQ,v1.0.0,Spain
Mount Teide,28.2723384,-16.642508,"79C4+WX Paradores Cañadas del Teide, Spain","Canarias, Spain",ChIJRWekGRKEagwRFH-J1LOwpY0,v1.0.1,Spain
Ogrelo Restaurante Gallego (Madrid),40.419431,-3.67426,"C. de Menorca, 39, Retiro, 28009 Madrid, Spain","Comunidad de Madrid, Spain",ChIJQXUp0qUoQg0Rv9DotsANAuQ,v1.0.0,Spain
